Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,Season,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSH,PSD,PSA,PSCH,PSCD,PSCA,Time,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA,Over25Odds,home_form_form_pts,home_form_form_wins,home_form_form_goals_scored,home_form_form_goals_conceded,home_form_form_goal_diff,home_form_form_corners,home_form_form_shots,home_form_form_shots_on_target,away_form_form_pts,away_form_form_wins,away_form_form_goals_scored,away_form_form_goals_conceded,away_form_form_goal_diff,away_form_form_corners,away_form_form_shots,away_form_form_shots_on_target,home_avg_goals_for,home_avg_goals_against,home_avg_corners_for,home_avg_corners_against,home_avg_shots_for,home_avg_shots_against,away_avg_goals_for,away_avg_goals_against,away_avg_corners_for,away_avg_corners_against,away_avg_shots_for,away_avg_shots_against,is_home_favorite,is_high_total_goals,odds_margin,expected_goals_prob,importance_score,is_derby,h2h_avg_corners,h2h_avg_goals,h2h_total_matches,team_avg_total_corners,is_high_corners_match,low_form_total_corners,low_attack_symmetry,low_conceding_pair,is_low_total_goals,has_odds,total_corners
E0,2010-08-21,Birmingham,Blackburn,2,1,H,0,0,D,,M Oliver,10,7,7,2,,,4,12,13,14,,,2,3,0,0,2010-11,2.2,3.25,3.4,2.2,3.1,3.3,2.2,3.2,3.2,2.3,3.2,2.8,2.2,3.3,3.3,2.2,3.2,3.0,2.3,3.2,3.1,2.25,3.25,3.2,2.3,3.25,3.3,2.25,3.2,3.1,36.0,2.31,2.25,3.27,3.22,3.7,3.27,28.0,2.52,2.27,1.7,1.59,26.0,0.0,1.67,1.59,2.45,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,11,3,5,6,-1,31,62,37,7,2,7,5,2,19,54,30,1.0,1.1578947368421053,4.684210526315789,6.578947368421052,9.578947368421051,13.63157894736842,2.263157894736842,1.263157894736842,8.263157894736842,4.631578947368421,16.210526315789473,7.947368421052632,1,0,1.1999999999999995,0.4405286343612334,2.2,0,12.8,3.4,5,25.0,1,0,0,0,0,True,16
E0,2014-12-13,West Brom,Aston Villa,1,0,H,0,0,D,,M Dean,13,7,5,2,,,4,2,17,12,,,4,2,0,1,2014-15,2.15,3.4,3.8,2.15,3.25,3.4,,,,2.3,3.2,3.0,2.15,3.3,3.5,,,,2.15,3.1,3.6,,,,2.15,3.3,3.9,,,,47.0,2.3,2.11,3.4,3.27,3.96,3.71,41.0,2.44,2.29,1.68,1.62,25.0,-0.5,2.15,2.09,1.83,1.8,2.14,3.37,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,4,1,1,7,-6,20,53,12,6,1,5,3,2,16,58,22,1.263157894736842,1.368421052631579,5.2105263157894735,3.8947368421052633,12.68421052631579,11.842105263157896,1.6842105263157894,0.6842105263157895,5.894736842105263,4.315789473684211,13.894736842105264,10.105263157894736,1,0,1.65,0.4366812227074236,2.65,0,11.2,3.4,5,18.0,0,0,0,0,0,True,6
E0,2011-02-02,Blackburn,Tottenham,0,1,A,0,1,A,,A Marriner,17,6,9,5,,,4,4,14,11,,,2,1,0,0,2010-11,3.25,3.4,2.2,3.1,3.2,2.25,3.1,3.25,2.25,2.8,3.2,2.3,3.1,3.3,2.3,3.0,3.2,2.2,3.1,3.3,2.3,3.25,3.3,2.3,3.3,3.4,2.3,3.0,3.25,2.3,34.0,3.38,3.12,3.42,3.27,2.38,2.29,33.0,2.03,1.94,1.93,1.83,24.0,0.0,2.36,2.25,1.68,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,12,4,8,7,1,17,47,25,11,3,5,3,2,29,69,37,1.1578947368421053,0.8421052631578947,4.578947368421052,5.894736842105263,12.31578947368421,12.36842105263158,1.4210526315789471,1.3157894736842106,5.421052631578948,5.2631578947368425,14.894736842105264,12.473684210526317,0,1,-1.0499999999999998,0.5154639175257733,2.55,0,11.4,3.2,5,23.0,0,0,0,0,0,True,8
E0,2011-04-02,Everton,Aston Villa,2,2,D,1,0,H,,M Jones,14,7,7,5,,,5,7,13,16,,,3,2,0,0,2010-11,1.83,3.6,4.33,1.8,3.4,4.3,1.85,3.5,4.0,1.85,3.4,3.8,1.91,3.4,4.0,1.75,3.4,4.2,1.83,3.6,4.2,1.83,3.5,4.33,1.85,3.6,4.6,1.83,3.4,4.33,39.0,1.94,1.85,3.66,3.49,4.7,4.35,38.0,1.95,1.88,1.99,1.9,19.0,-0.5,1.94,1.89,2.02,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,10,3,7,5,2,28,72,44,8,2,9,8,1,34,55,30,1.631578947368421,1.2105263157894737,7.315789473684211,4.052631578947368,15.263157894736842,10.421052631578949,2.1052631578947367,1.1578947368421053,6.368421052631579,5.789473684210527,15.263157894736842,10.789473684210526,1,1,2.5,0.5319148936170213,5.0,0,14.8,3.6,5,31.0,1,0,0,0,0,True,12
E0,2012-03-10,Wolves,Blackburn,0,2,A,0,1,A,,C Foy,14,12,7,8,,,3,4,10,10,,,1,2,0,0,2011-12,2.38,3.3,3.0,2.35,3.3,3.1,2.3,3.25,3.0,2.2,3.2,3.0,2.38,3.3,2.9,2.35,3.3,2.9,2.3,3.3,3.1,2.3,3.3,3.1,2.38,3.5,3.13,2.38,3.25,3.0,37.0,2.4,2.32,3.5,3.31,3.2,3.02,33.0,1.77,1.73,2.22,2.06,17.0,-0.25,2.02,1.98,1.93,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,4,1,5,16,-11,30,44,24,10,3,5,15,-10,27,50,31,1.0,2.263157894736842,6.421052631578948,6.0,12.421052631578949,15.68421052631579,2.3684210526315788,1.1578947368421053,7.578947368421052,3.210526315789474,16.526315789473685,8.31578947368421,1,1,0.6200000000000001,0.5780346820809249,3.12,0,14.4,3.4,5,28.5,0,0,0,0,0,True,7
E0,2012-03-26,Man United,Fulham,1,0,H,1,0,H,,M Oliver,19,5,16,4,,,7,1,17,6,,,1,0,0,0,2011-12,1.22,6.0,15.0,1.22,5.75,13.0,1.25,5.25,11.0,1.25,5.0,10.0,1.22,6.0,13.0,1.222,5.6,13.0,1.25,5.5,12.0,1.22,5.75,15.0,1.25,6.0,15.0,1.22,5.5,15.0,38.0,1.27,1.24,6.2,5.62,16.19,13.1,30.0,1.63,1.57,2.53,2.31,19.0,-1.5,1.81,1.75,2.19,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,6,2,14,3,11,26,70,47,9,3,8,5,3,27,62,34,2.736842105263158,1.0,8.894736842105264,3.421052631578948,19.473684210526315,11.894736842105264,1.3157894736842106,0.631578947368421,6.052631578947368,4.157894736842105,16.0,9.842105263157896,1,1,13.78,0.6369426751592356,16.28,0,11.8,3.4,5,26.5,0,0,0,1,0,True,8
E0,2016-12-14,Middlesbrough,Liverpool,0,3,A,0,1,A,,J Moss,8,15,3,4,,,5,2,11,14,,,1,0,0,0,2016-17,6.0,4.33,1.6,6.0,4.1,1.57,,,,5.5,4.0,1.6,5.75,4.0,1.57,,,,6.0,4.0,1.6,,,,6.25,4.3,1.57,,,,48.0,6.48,5.99,4.33,4.13,1.64,1.58,46.0,1.88,1.8,2.07,2.01,26.0,1.0,1.93,1.88,2.02,1.96,6.48,4.28,1.58,5.53,3.91,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,8,2,4,5,-1,22,45,12,11,3,13,7,6,43,98,32,0.8947368421052632,1.2105263157894737,4.894736842105263,5.0,10.789473684210526,12.36842105263158,1.263157894736842,1.736842105263158,3.789473684210526,7.0,8.736842105263158,16.157894736842106,0,1,-4.4,0.5555555555555556,5.9,0,11.6,2.8,5,32.5,0,0,1,0,0,True,7
E0,2011-04-19,Newcastle,Man United,0,0,D,0,0,D,,L Probert,12,18,5,8,,,6,7,9,10,,,2,2,0,0,2010-11,5.5,3.6,1.67,5.0,3.75,1.62,5.0,3.6,1.67,4.8,3.4,1.65,5.0,3.75,1.67,5.0,3.6,1.6,5.0,3.6,1.7,4.5,3.75,1.73,5.5,4.0,1.67,4.75,3.5,1.73,34.0,6.03,5.49,4.0,3.74,1.7,1.66,33.0,1.95,1.85,2.0,1.94,20.0,0.75,2.09,2.04,1.88,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,10,3,6,9,-3,22,60,40,12,4,9,7,2,42,72,43,2.1578947368421053,1.4210526315789471,5.473684210526316,4.2105263157894735,13.31578947368421,11.31578947368421,1.3157894736842106,1.5263157894736843,5.894736842105263,6.2631578947368425,11.68421052631579,12.157894736842104,0,1,-3.83,0.5405405405405405,5.33,0,12.2,4.0,5,32.0,1,0,0,0,0,True,13
E0,2015-01-01,Man City,Sunderland,3,2,H,0,0,D,,R East,32,4,12,4,,,10,4,14,7,,,2,3,0,0,2014-15,1.22,7.0,15.0,1.25,6.0,10.0,,,,1.25,5.5,10.3,1.25,6.0,13.0,,,,1.25,5.0,15.0,,,,1.25,6.5,15.0,,,,47.0,1.27,1.23,7.1,6.39,17.0,13.1,38.0,1.53,1.49,2.81,2.57,30.0,-2.0,2.16,2.1,1.84,1.78,1.25,6.87,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,7,2,10,3,7,37,69,21,3,0,3,4,-1,28,63,14,2.3157894736842106,0.7368421052631579,8.947368421052632,3.842105263157895,19.0,8.842105263157896,1.368421052631579,0.7894736842105263,7.421052631578948,3.842105263157895,19.0,10.052631578947368,1,1,13.78,0.6711409395973155,16.28,0,10.8,2.8,5,32.5,1,0,0,1,0,True,14
E0,2011-02-26,Everton,Sunderland,2,0,H,2,0,H,,S Attwell,17,12,9,7,,,4,1,11,8,,,0,0,0,0,2010-11,1.73,3.6,5.0,1.7,3.4,5.0,1.73,3.3,5.0,1.8,3.4,4.0,1.73,3.5,5.0,1.7,3.5,4.33,1.8,3.25,5.0,1.73,3.75,5.0,1.73,3.8,5.0,1.75,3.25,5.0,35.0,1.76,1.72,3.84,3.55,5.6,5.08,36.0,2.07,1.99,1.86,1.79,18.0,-0.75,1.96,1.93,2.0,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,11,3,10,11,-1,38,57,35,4,1,8,11,-3,14,52,33,1.631578947368421,1.2105263157894737,7.315789473684211,4.052631578947368,15.263157894736842,10.421052631578949,1.5263157894736843,1.0526315789473684,6.473684210526316,4.473684210526316,14.210526315789474,11.105263157894736,1,1,3.27,0.5025125628140703,5.77,0,11.4,2.6,5,26.0,0,0,0,0,0,True,5
E0,2010-03-24,Portsmouth,Chelsea,0,5,A,0,1,A,,L Mason,10,20,6,11,,,1,6,11,11,,,3,2,0,0,2009-10,12.0,5.0,1.3,11.0,5.25,1.25,10.0,5.25,1.27,10.0,5.0,1.27,8.0,4.5,1.29,10.0,5.0,1.25,9.5,5.0,1.22,10.0,5.5,1.29,11.0,5.5,1.29,12.0,5.25,1.25,27.0,14.0,11.53,5.63,5.25,1.3,1.27,24.0,1.73,1.64,2.39,2.17,11.0,0.0,10.0,8.55,1.07,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,6,2,8,11,-3,30,64,38,7,2,10,8,2,36,80,43,1.263157894736842,1.6842105263157894,5.789473684210527,6.526315789473684,14.473684210526317,12.052631578947368,0.9473684210526316,1.8421052631578947,5.0,7.526315789473684,8.842105263157896,15.947368421052632,0,1,-10.7,0.6097560975609756,12.2,0,11.4,2.2,5,33.0,0,0,0,0,0,True,7
E0,2015-11-28,Crystal Palace,Newcastle,5,1,H,3,1,H,,S Attwell,19,7,8,2,,,7,5,7,13,,,1,1,0,0,2015-16,1.7,3.9,5.5,1.72,3.8,4.4,,,,1.75,3.5,4.5,1.7,3.8,5.5,,,,1.73,3.5,5.0,,,,1.7,4.0,5.5,,,,49.0,1.75,1.69,4.04,3.83,5.53,5.09,43.0,1.87,1.78,2.16,2.02,29.0,-0.75,1.9,1.87,2.05,1.99,1.69,4.04,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,4,1,3,6,-3,27,53,21,7,2,7,8,-1,28,58,22,1.0,1.2105263157894737,6.631578947368421,5.105263157894737,13.421052631578949,12.63157894736842,2.1578947368421053,0.631578947368421,6.842105263157895,4.2631578947368425,15.68421052631579,8.947368421052632,1,1,3.8,0.5617977528089888,6.3,0,10.6,2.4,5,27.5,1,0,0,1,0,True,12
E0,2016-12-18,Bournemouth,Southampton,1,3,A,1,1,D,,M Clattenburg,10,14,5,8,,,7,4,6,12,,,0,2,0,0,2016-17,3.0,3.3,2.6,2.85,3.25,2.55,,,,2.65,3.3,2.65,2.9,3.2,2.62,,,,2.9,3.2,2.62,,,,2.9,3.3,2.63,,,,50.0,3.05,2.91,3.35,3.21,2.75,2.6,43.0,2.3,2.23,1.71,1.65,27.0,0.0,2.09,2.03,1.88,1.83,2.95,3.23,2.69,2.97,3.26,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,12,4,9,9,0,33,56,20,11,3,2,3,-1,30,66,17,1.8421052631578947,1.5263157894736843,5.157894736842105,4.7368421052631575,13.31578947368421,12.263157894736842,1.4210526315789471,1.263157894736842,5.2631578947368425,4.842105263157895,12.157894736842104,13.105263157894736,0,0,-0.3999999999999999,0.4484304932735426,0.3999999999999999,0,11.0,2.0,2,31.5,0,0,0,0,0,True,11
E0,2016-12-04,Everton,Man United,1,1,D,0,1,A,,M Oliver,13,10,6,2,,,6,3,13,11,,,2,3,0,0,2016-17,3.6,3.5,2.15,3.7,3.5,2.1,,,,3.5,3.4,2.1,3.7,3.4,2.1,,,,3.6,3.3,2.2,,,,3.7,3.4,2.15,,,,45.0,3.8,3.59,3.5,3.4,2.2,2.13,42.0,2.1,2.01,1.87,1.81,25.0,0.25,2.09,2.04,1.86,1.81,3.65,3.5,2.17,4.3,3.66,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,13,4,4,9,-5,30,65,21,6,1,5,7,-2,44,91,32,2.210526315789474,0.8421052631578947,6.315789473684211,5.789473684210527,14.578947368421051,10.210526315789474,0.8947368421052632,1.4736842105263157,4.421052631578948,4.105263157894737,10.31578947368421,13.263157894736842,0,0,-1.4500000000000002,0.4975124378109453,1.4500000000000002,0,12.0,2.4,5,37.0,0,0,0,0,0,True,9
E0,2016-05-15,Everton,Norwich,3,0,H,2,0,H,,L Mason,15,10,8,2,,,4,11,7,11,,,0,0,0,0,2015-16,1.8,4.0,4.5,1.75,3.8,4.33,,,,1.85,3.45,4.0,1.8,4.2,4.2,,,,1.75,3.75,4.5,,,,1.8,3.9,4.6,,,,49.0,1.85,1.75,4.33,4.0,4.6,4.36,35.0,1.63,1.58,2.45,2.34,30.0,-0.75,1.95,1.92,2.0,1.93,1.75,4.33,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,13,4,4,12,-8,16,48,18,9,3,4,8,-4,27,70,21,1.8421052631578947,1.5789473684210529,6.526315789473684,5.105263157894737,14.68421052631579,12.31578947368421,1.947368421052632,0.6842105263157895,6.157894736842105,4.2105263157894735,14.63157894736842,9.68421052631579,1,1,2.7,0.6329113924050632,5.2,0,11.2,2.6,5,21.5,1,0,0,0,0,True,15
E0,2017-01-02,Middlesbrough,Leicester,0,0,D,0,0,D,,R Madley,9,10,1,4,,,2,2,10,9,,,3,0,0,0,2016-17,2.75,3.2,2.88,2.65,3.1,2.85,,,,2.5,3.2,2.9,2.62,3.0,2.8,,,,2.75,3.1,2.8,,,,2.8,3.13,2.9,,,,51.0,2.85,2.73,3.2,3.1,2.95,2.85,45.0,2.55,2.46,1.61,1.55,28.0,0.0,1.94,1.88,2.02,1.97,2.8,3.16,2.88,2.78,3.06,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,12,4,4,7,-3,15,41,13,10,3,7,7,0,33,55,24,0.8947368421052632,1.2105263157894737,4.894736842105263,5.0,10.789473684210526,12.36842105263158,2.0,0.8947368421052632,6.315789473684211,4.578947368421052,15.63157894736842,10.105263157894736,1,0,0.1299999999999999,0.4065040650406504,1.13,0,8.8,2.8,5,24.0,0,0,0,0,1,True,4
E0,2016-02-13,Swansea,Southampton,0,1,A,0,0,D,,J Moss,13,13,2,5,,,5,4,10,12,,,0,3,0,0,2015-16,3.2,3.25,2.5,2.9,3.2,2.4,,,,2.6,3.2,2.6,3.1,3.1,2.3,,,,3.0,3.1,2.5,,,,3.25,3.2,2.45,,,,45.0,3.25,3.11,3.33,3.18,2.6,2.43,35.0,2.5,2.4,1.6,1.55,28.0,0.25,1.86,1.82,2.1,2.04,3.24,3.26,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,5,1,7,7,0,31,64,19,10,3,7,0,7,20,53,19,1.0526315789473684,1.0526315789473684,4.052631578947368,4.947368421052632,12.0,12.052631578947368,1.0,1.0526315789473684,6.315789473684211,5.789473684210527,12.263157894736842,12.263157894736842,0,0,-0.7000000000000002,0.4166666666666667,0.7000000000000002,0,8.2,1.8,5,25.5,0,0,0,0,0,True,9
E0,2012-04-11,QPR,Swansea,3,0,H,1,0,H,,L Probert,16,9,8,6,,,6,9,9,10,,,2,0,0,0,2011-12,2.1,3.4,3.5,2.15,3.3,3.3,2.2,3.2,3.25,2.0,3.3,3.3,2.15,3.3,3.4,2.2,3.3,3.2,2.15,3.3,3.4,2.15,3.3,3.5,2.15,3.4,3.6,2.1,3.25,3.5,36.0,2.2,2.13,3.51,3.31,3.72,3.42,33.0,2.05,1.94,1.91,1.84,17.0,-0.25,1.86,1.83,2.1,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,15,5,7,10,-3,24,56,37,6,2,5,7,-2,26,58,35,1.263157894736842,1.3157894736842106,5.315789473684211,6.473684210526316,14.210526315789474,12.421052631578949,1.736842105263158,0.8947368421052632,7.315789473684211,4.894736842105263,15.36842105263158,10.36842105263158,1,1,1.4,0.5154639175257733,3.9,0,16.0,2.0,1,25.0,1,0,0,0,0,True,15
E0,2016-10-22,Liverpool,West Brom,2,1,H,2,0,H,,N Swarbrick,21,6,7,1,,,3,2,9,13,,,1,3,0,0,2016-17,1.29,6.0,13.0,1.28,6.0,12.0,,,,1.3,5.5,9.5,1.29,6.0,11.0,,,,1.29,6.0,11.0,,,,1.29,6.0,12.0,,,,54.0,1.33,1.28,6.33,5.84,13.25,11.53,43.0,1.68,1.62,2.36,2.26,33.0,-1.5,1.88,1.82,2.11,2.04,1.28,6.26,12.86,1.31,5.93,11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,7,2,13,4,9,31,89,37,9,2,7,6,1,23,54,22,2.3684210526315788,0.9473684210526316,6.105263157894737,3.210526315789474,17.42105263157895,7.421052631578948,1.5263157894736843,0.8421052631578947,5.526315789473684,4.105263157894737,14.052631578947368,9.473684210526317,1,1,11.71,0.6172839506172839,14.21,0,8.6,2.2,5,27.0,0,0,0,1,0,True,5
E0,2010-05-09,Bolton,Birmingham,2,1,H,1,0,H,,K Friend,14,10,8,5,,,3,6,14,17,,,2,5,0,0,2009-10,2.25,3.3,3.3,2.2,3.3,3.1,2.2,3.2,3.2,2.2,3.2,3.0,2.25,3.25,3.25,2.2,3.2,3.0,2.2,3.25,3.3,2.2,3.4,3.25,2.2,3.25,3.4,2.2,3.2,3.25,40.0,2.25,2.2,3.47,3.27,3.5,3.26,39.0,1.95,1.86,2.0,1.88,20.0,0.0,1.62,1.57,2.4,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,7,2,4,6,-2,28,59,37,11,3,4,8,-4,28,52,31,1.368421052631579,1.631578947368421,5.684210526315789,6.842105263157895,13.526315789473683,14.0,1.7894736842105263,1.0,6.789473684210527,4.526315789473684,15.894736842105264,9.263157894736842,1,1,1.0499999999999998,0.5376344086021505,3.55,0,9.2,1.8,5,28.0,0,0,0,0,0,True,9
E0,2015-02-08,West Ham,Man United,1,1,D,0,0,D,,M Clattenburg,13,18,6,6,,,9,9,7,13,,,2,2,0,1,2014-15,4.2,3.6,1.95,3.75,3.25,2.0,,,,3.8,3.45,1.9,4.0,3.5,1.95,,,,4.0,3.2,2.0,,,,3.7,3.7,2.0,,,,51.0,4.33,3.94,3.7,3.51,2.03,1.96,50.0,1.97,1.89,1.98,1.9,28.0,0.5,1.97,1.91,2.0,1.95,4.1,3.72,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,8,2,6,6,0,23,57,20,5,1,6,3,3,23,49,19,1.3157894736842106,0.9473684210526316,6.789473684210527,5.526315789473684,14.526315789473683,13.157894736842104,1.1578947368421053,1.105263157894737,5.052631578947368,5.473684210526316,12.105263157894736,11.947368421052632,0,1,-2.25,0.5291005291005292,3.75,0,12.6,2.8,5,23.0,1,0,0,0,0,True,18
E0,2010-11-20,Arsenal,Tottenham,2,3,A,2,0,H,,P Dowd,12,10,7,6,,,2,6,17,16,,,3,1,0,0,2010-11,1.62,4.0,5.5,1.6,3.75,5.25,1.65,3.75,5.0,1.7,3.5,4.4,1.67,3.75,5.0,1.62,3.5,5.0,1.62,4.0,5.0,1.67,3.8,5.5,1.67,4.2,5.5,1.62,3.6,5.5,39.0,1.69,1.64,4.2,3.79,5.61,5.36,32.0,1.7,1.64,2.3,2.2,20.0,-0.75,1.85,1.82,2.12,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,3,1,8,2,6,30,68,45,11,3,8,10,-2,43,75,43,1.736842105263158,0.7894736842105263,7.263157894736842,4.2105263157894735,16.736842105263158,6.789473684210527,1.4210526315789471,1.3157894736842106,5.421052631578948,5.2631578947368425,14.894736842105264,12.473684210526317,1,1,3.88,0.6097560975609756,6.38,1,8.8,3.4,5,36.5,0,0,0,0,0,True,8
E0,2017-02-25,Crystal Palace,Middlesbrough,1,0,H,1,0,H,,R Madley,15,11,3,4,,,4,2,13,15,,,3,1,0,0,2016-17,2.1,3.2,4.2,2.1,3.2,3.9,,,,2.1,3.4,3.5,2.05,3.0,4.2,,,,2.15,3.1,4.0,,,,2.1,3.2,4.0,,,,49.0,2.16,2.1,3.4,3.12,4.37,4.08,42.0,2.85,2.68,1.52,1.46,25.0,-0.25,1.8,1.76,2.2,2.13,2.12,3.13,4.37,2.1,3.26,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,6,2,2,9,-7,24,56,17,6,1,2,5,-3,19,44,9,1.263157894736842,1.3157894736842106,5.368421052631579,5.421052631578948,11.789473684210526,11.894736842105264,1.5789473684210529,0.5263157894736842,6.421052631578948,2.526315789473684,16.473684210526315,7.578947368421052,1,0,2.1,0.3731343283582089,3.1,0,9.666666666666666,2.333333333333333,3,21.5,0,0,0,1,1,True,6
E0,2013-01-12,Stoke,Chelsea,0,4,A,0,1,A,,A Marriner,11,11,5,9,,,6,7,13,9,,,1,0,0,0,2012-13,4.33,3.5,1.95,4.0,3.4,1.91,4.0,3.4,1.91,3.8,3.45,1.9,4.2,3.2,1.95,,,,4.33,3.0,2.0,4.33,3.5,1.9,4.33,3.3,2.0,3.9,3.5,1.91,40.0,4.4,4.04,3.55,3.4,2.0,1.94,39.0,2.2,2.07,1.8,1.74,23.0,0.75,1.71,1.67,2.33,2.25,4.29,3.45,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,9,2,7,8,-1,23,39,27,3,1,14,3,11,37,93,55,1.105263157894737,1.1578947368421053,5.105263157894737,4.894736842105263,9.947368421052632,10.526315789473683,1.2105263157894737,1.7894736842105263,5.947368421052632,5.578947368421052,12.894736842105264,11.947368421052632,0,0,-2.38,0.4830917874396135,2.38,0,13.0,1.2,5,30.0,1,0,0,0,0,True,13
E0,2010-01-17,Bolton,Arsenal,0,2,A,0,1,A,,P Dowd,12,14,6,9,,,2,4,13,5,,,1,2,0,0,2009-10,6.5,4.0,1.53,6.25,3.6,1.55,6.0,3.75,1.55,6.0,3.7,1.55,6.0,3.6,1.62,6.0,4.1,1.45,6.0,4.0,1.53,6.5,4.0,1.53,6.5,3.6,1.62,6.0,3.75,1.57,39.0,6.96,6.31,4.28,3.85,1.62,1.54,36.0,1.84,1.78,2.12,1.97,25.0,1.0,2.01,1.96,1.95,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,9,2,10,9,1,33,79,41,8,2,13,4,9,40,74,45,1.368421052631579,1.631578947368421,5.684210526315789,6.842105263157895,13.526315789473683,14.0,1.368421052631579,1.8421052631578947,3.947368421052632,6.631578947368421,9.736842105263158,13.36842105263158,0,1,-4.97,0.5617977528089888,6.47,0,11.6,3.0,5,36.5,0,0,0,0,0,True,6
